ds,Category,Region,Data_Type,Actual_Sales,Forecast_Sales,Forecast_Lower,Forecast_Upper,Year,Month,Month_Name,Quarter,Day_of_Week
2014-04-25,Office Supplies,West,Historical,2379.9939999999997,5233.530672242217,0.0,18610.620115586546,2014,4,April,2,Friday
2014-04-26,Office Supplies,West,Historical,847.704,3971.659093870082,0.0,17662.13944860092,2014,4,April,2,Saturday
2014-05-04,Office Supplies,West,Historical,187.43200000000002,931.9649873651779,0.0,14068.082866521338,2014,5,May,2,Sunday
2014-05-06,Office Supplies,West,Historical,763.3679999999999,0.0,0.0,13750.313638499429,2014,5,May,2,Tuesday
2014-05-10,Office Supplies,West,Historical,7031.397,2718.548385548819,0.0,15776.195867894538,2014,5,May,2,Saturday
2014-05-13,Office Supplies,West,Historical,1796.764,0.0,0.0,12210.469930124491,2014,5,May,2,Tuesday
2014-05-21,Office Supplies,West,Historical,4264.3279999999995,0.0,0.0,11315.275639928164,2014,5,May,2,Wednesday
2014-05-23,Office Supplies,West,Historical,323.75800000000004,5044.850195371485,0.0,18937.739076260543,2014,5,May,2,Friday
2014-05-26,Office Supplies,West,Historical,1325.718,6962.120627911283,0.0,19847.10372443053,2014,5,May,2,Monday
2014-05-27,Office Supplies,West,Historical,2157.394,3943.8624712185187,0.0,16625.925932160433,2014,5,May,2,Tuesday
2014-05-28,Office Supplies,West,Historical,221.96800000000002,0.0,0.0,13469.748710302974,2014,5,May,2,Wednesday
2014-06-02,Office Supplies,West,Historical,738.598,4943.949718206359,0.0,17658.40592809197,2014,6,June,2,Monday
2014-06-09,Office Supplies,West,Historical,38241.056,10145.400550727094,0.0,24226.997934085153,2014,6,June,2,Monday
2014-06-13,Office Supplies,West,Historical,14.52,1528.0206124361857,0.0,14949.853160904513,2014,6,June,2,Friday
2014-06-17,Office Supplies,West,Historical,6837.004000000001,6511.285612169329,0.0,19720.297998847687,2014,6,June,2,Tuesday
2014-06-21,Office Supplies,West,Historical,8214.886,8764.980720195203,0.0,21177.16561887631,2014,6,June,2,Saturday
2014-06-22,Office Supplies,West,Historical,1975.498,7033.677940755929,0.0,21063.6513532272,2014,6,June,2,Sunday
2014-06-25,Office Supplies,West,Historical,1585.52,3900.4415103698,0.0,16169.915546509743,2014,6,June,2,Wednesday
2014-06-30,Office Supplies,West,Historical,739.624,11157.265319325319,0.0,23394.450795368106,2014,6,June,2,Monday
2014-07-01,Office Supplies,West,Historical,601.0239999999999,1485.2539963860927,0.0,15905.638475552609,2014,7,July,3,Tuesday
2014-07-04,Office Supplies,West,Historical,494.81600000000003,6719.739504055089,0.0,19291.79728631635,2014,7,July,3,Friday
2014-07-05,Office Supplies,West,Historical,1444.104,4417.036044805092,0.0,17967.47905724523,2014,7,July,3,Saturday
2014-07-08,Office Supplies,West,Historical,763.0740000000001,685.872992239093,0.0,13972.382837934127,2014,7,July,3,Tuesday
2014-07-09,Office Supplies,West,Historical,1593.1260000000002,0.0,0.0,10750.09223565951,2014,7,July,3,Wednesday
2014-07-12,Office Supplies,West,Historical,5880.036,3836.6394064689357,0.0,15494.842307294066,2014,7,July,3,Saturday
2014-07-14,Office Supplies,West,Historical,292.594,2602.811088748661,0.0,15928.847459430293,2014,7,July,3,Monday
2014-07-19,Office Supplies,West,Historical,461.326,3081.288391662045,0.0,16878.427318787595,2014,7,July,3,Saturday
2014-07-20,Office Supplies,West,Historical,18286.288,4775.773323508116,0.0,17917.848356741477,2014,7,July,3,Sunday
2014-07-21,Office Supplies,West,Historical,1961.482,2688.0062580905087,0.0,15609.539707160195,2014,7,July,3,Monday
2014-07-22,Office Supplies,West,Historical,4045.032,3994.4473826317962,0.0,17936.910148978444,2014,7,July,3,Tuesday
2014-07-23,Office Supplies,West,Historical,7839.552,677.8784939815632,0.0,14062.93103982418,2014,7,July,3,Wednesday
2014-07-25,Office Supplies,West,Historical,33365.159999999996,11663.213387732447,0.0,25245.4360388139,2014,7,July,3,Friday
2014-07-27,Office Supplies,West,Historical,580.06,5222.440243860423,0.0,18601.917449744327,2014,7,July,3,Sunday
2014-08-01,Office Supplies,West,Historical,228.328,13524.358294824793,0.0,27027.336831681198,2014,8,August,3,Friday
2014-08-03,Office Supplies,West,Historical,955.988,8574.44081721342,0.0,21366.483795239434,2014,8,August,3,Sunday
2014-08-04,Office Supplies,West,Historical,13715.77,12450.054390525023,0.0,25866.27274123484,2014,8,August,3,Monday
2014-08-05,Office Supplies,West,Historical,9634.895999999999,8999.938335244487,0.0,22447.30341220271,2014,8,August,3,Tuesday
2014-08-08,Office Supplies,West,Historical,7911.258,13039.048792737038,0.0,27038.586497514214,2014,8,August,3,Friday
2014-08-09,Office Supplies,West,Historical,18028.425000000003,9993.947610192268,0.0,23049.589949243866,2014,8,August,3,Saturday
2014-08-11,Office Supplies,West,Historical,903.24,9034.435955851193,0.0,22085.892941583,2014,8,August,3,Monday
2014-08-15,Office Supplies,West,Historical,3371.1279999999997,13766.423003961003,225.09862421879643,28590.52522832019,2014,8,August,3,Friday
2014-08-19,Office Supplies,West,Historical,1439.106,10735.085204370283,0.0,24120.997562845216,2014,8,August,3,Tuesday
2014-08-23,Office Supplies,West,Historical,2826.1200000000003,11099.661168223643,0.0,25149.43510090973,2014,8,August,3,Saturday
2014-08-24,Office Supplies,West,Historical,59.74,7361.356783257188,0.0,21361.015294643545,2014,8,August,3,Sunday
2014-08-25,Office Supplies,West,Historical,2903.2999999999997,8244.964771697018,0.0,21421.687567362438,2014,8,August,3,Monday
2014-08-27,Office Supplies,West,Historical,4140.26,0.0,0.0,11864.277820377534,2014,8,August,3,Wednesday
2014-08-29,Office Supplies,West,Historical,1664.645,5214.067072304891,0.0,18592.17420534971,2014,8,August,3,Friday
2014-09-01,Office Supplies,West,Historical,469.436,5256.790228846585,0.0,18327.35985440757,2014,9,September,3,Monday
2014-09-06,Office Supplies,West,Historical,100.36,3799.9666219133996,0.0,17412.273238016125,2014,9,September,3,Saturday
2014-09-07,Office Supplies,West,Historical,10571.625,3699.2004316457915,0.0,17236.509443360446,2014,9,September,3,Sunday
2014-09-08,Office Supplies,West,Historical,99598.996,21637.11605450983,8138.278724584925,35098.37349178358,2014,9,September,3,Monday
2014-09-10,Office Supplies,West,Historical,1855.2279999999998,0.0,0.0,12108.377156313309,2014,9,September,3,Wednesday
2014-09-13,Office Supplies,West,Historical,6377.039999999999,22809.06704023886,8256.68093082481,35330.737701189144,2014,9,September,3,Saturday
2014-09-17,Office Supplies,West,Historical,6564.184,15689.657494539231,2278.921987898617,29602.571958299228,2014,9,September,3,Wednesday
2014-09-19,Office Supplies,West,Historical,28015.911,27104.12882570999,13999.894687040953,39410.23590362508,2014,9,September,3,Friday
2014-09-20,Office Supplies,West,Historical,26679.840000000004,27459.23369375985,13395.268048586426,41413.86070630356,2014,9,September,3,Saturday
2014-09-21,Office Supplies,West,Historical,13398.26,26344.721813084823,13853.17470086654,40856.785352645406,2014,9,September,3,Sunday
2014-09-22,Office Supplies,West,Historical,2480.532,10381.546156492626,0.0,23936.299646868178,2014,9,September,3,Monday
2014-09-24,Office Supplies,West,Historical,211.96,7361.777747279809,0.0,20391.50717538007,2014,9,September,3,Wednesday
2014-09-25,Office Supplies,West,Historical,354.88880000000006,11990.27591502991,0.0,25691.810583215294,2014,9,September,3,Thursday
2014-09-26,Office Supplies,West,Historical,2961.228,12187.503113661944,0.0,25940.050539137206,2014,9,September,3,Friday
2014-09-27,Office Supplies,West,Historical,773.4399999999999,5742.003965532884,0.0,18631.43220106822,2014,9,September,3,Saturday
2014-09-29,Office Supplies,West,Historical,40545.35,8221.762154188988,0.0,20885.388285193112,2014,9,September,3,Monday
2014-09-30,Office Supplies,West,Historical,987.532,0.0,0.0,9669.587933065768,2014,9,September,3,Tuesday
2014-10-01,Office Supplies,West,Historical,4.71,0.0,0.0,13845.853767386721,2014,10,October,4,Wednesday
2014-10-02,Office Supplies,West,Historical,2392.576,5674.883189764829,0.0,19451.455618141794,2014,10,October,4,Thursday
2014-10-04,Office Supplies,West,Historical,2186.2439999999997,6285.440804573675,0.0,19813.411916728557,2014,10,October,4,Saturday
2014-10-09,Office Supplies,West,Historical,249.35999999999999,5726.04711896156,0.0,18778.02640001578,2014,10,October,4,Thursday
2014-10-10,Office Supplies,West,Historical,4098.772,8102.675215118234,0.0,21008.480047052624,2014,10,October,4,Friday
2014-10-11,Office Supplies,West,Historical,2762.328,0.0,0.0,12584.631549122805,2014,10,October,4,Saturday
2014-10-12,Office Supplies,West,Historical,117.06,0.0,0.0,12378.950768944202,2014,10,October,4,Sunday
2014-10-13,Office Supplies,West,Historical,4424.364,3346.6143532918313,0.0,16181.39220607184,2014,10,October,4,Monday
2014-10-16,Office Supplies,West,Historical,194.322,1587.315483749955,0.0,16314.706134056414,2014,10,October,4,Thursday
2014-10-18,Office Supplies,West,Historical,6269.832,4682.454014949457,0.0,18551.104074103576,2014,10,October,4,Saturday
2014-10-19,Office Supplies,West,Historical,3205.5200000000004,3030.1459324702682,0.0,17172.448675938438,2014,10,October,4,Sunday
2014-10-21,Office Supplies,West,Historical,1356.602,2724.140017023945,0.0,15171.886670599622,2014,10,October,4,Tuesday
2014-10-24,Office Supplies,West,Historical,56.49,6089.602972146529,0.0,18675.258656817758,2014,10,October,4,Friday
2014-10-25,Office Supplies,West,Historical,103.882,6223.886433979415,0.0,19786.389863200176,2014,10,October,4,Saturday
2014-10-28,Office Supplies,West,Historical,6042.3279999999995,4284.020887244183,0.0,16948.795406923695,2014,10,October,4,Tuesday
2014-10-31,Office Supplies,West,Historical,37534.182,12899.777391584668,0.0,25282.362854616786,2014,10,October,4,Friday
2014-11-01,Office Supplies,West,Historical,18928.32,8852.24687293406,0.0,22158.263179104244,2014,11,November,4,Saturday
2014-11-02,Office Supplies,West,Historical,2126.37,9904.112720074345,0.0,23400.50215847532,2014,11,November,4,Sunday
2014-11-03,Office Supplies,West,Historical,2784.163,14491.715274371072,1682.2666172090876,27831.407005543508,2014,11,November,4,Monday
2014-11-04,Office Supplies,West,Historical,20081.244000000002,15642.541061169075,2145.6803504606823,29154.97452643533,2014,11,November,4,Tuesday
2014-11-07,Office Supplies,West,Historical,4347.426,15222.175249454118,1828.806334844202,28114.32488308298,2014,11,November,4,Friday
2014-11-09,Office Supplies,West,Historical,6296.376,15655.840116182106,2406.732462182378,29658.68035542088,2014,11,November,4,Sunday
2014-11-10,Office Supplies,West,Historical,4005.112,9458.64031332763,0.0,22395.842605013866,2014,11,November,4,Monday
2014-11-11,Office Supplies,West,Historical,48687.288,14421.000000343725,950.8587240448842,27983.16024916217,2014,11,November,4,Tuesday
2014-11-12,Office Supplies,West,Historical,1054.7612,1000.0972588731029,0.0,14755.513584927528,2014,11,November,4,Wednesday
2014-11-15,Office Supplies,West,Historical,3561.644,15999.212325111439,2453.803111825986,29737.93873289112,2014,11,November,4,Saturday
2014-11-16,Office Supplies,West,Historical,2711.857,10438.095086246716,0.0,24144.784386224826,2014,11,November,4,Sunday
2014-11-17,Office Supplies,West,Historical,23088.548,15692.197036223912,2384.6126202658043,29921.25902668028,2014,11,November,4,Monday
2014-11-18,Office Supplies,West,Historical,6813.71,9679.45007632545,0.0,23519.868921257792,2014,11,November,4,Tuesday
2014-11-19,Office Supplies,West,Historical,7226.086,9111.210129133962,0.0,22233.498630653547,2014,11,November,4,Wednesday
2014-11-21,Office Supplies,West,Historical,2499.244,6479.972843458253,0.0,19848.68631494796,2014,11,November,4,Friday
2014-11-22,Office Supplies,West,Historical,1103.298,8137.273688338786,0.0,22751.60954818941,2014,11,November,4,Saturday
2014-11-23,Office Supplies,West,Historical,2726.56,6790.542331267588,0.0,20160.61266957238,2014,11,November,4,Sunday
2014-11-24,Office Supplies,West,Historical,22314.424,11584.03357352229,0.0,24471.662259330787,2014,11,November,4,Monday
2014-11-25,Office Supplies,West,Historical,17662.78,4437.70740443949,0.0,18179.777513408255,2014,11,November,4,Tuesday
2014-11-26,Office Supplies,West,Historical,11941.93,2755.5356320385617,0.0,16552.404252652228,2014,11,November,4,Wednesday
2014-11-28,Office Supplies,West,Historical,6842.49,10742.8028870473,0.0,23506.669230263764,2014,11,November,4,Friday
2014-11-29,Office Supplies,West,Historical,649.044,11252.957826497426,0.0,25674.901476497835,2014,11,November,4,Saturday
2014-11-30,Office Supplies,West,Historical,219.154,10878.738567431674,0.0,25172.432659161736,2014,11,November,4,Sunday
2014-12-05,Office Supplies,West,Historical,14818.21,15295.998819307853,1671.8338477423367,28541.33012766852,2014,12,December,4,Friday
2014-12-06,Office Supplies,West,Historical,3941.956,8451.174478898238,0.0,21881.895900277523,2014,12,December,4,Saturday
2014-12-07,Office Supplies,West,Historical,1645.1999999999998,6159.358719971519,0.0,19528.076259257003,2014,12,December,4,Sunday
2014-12-08,Office Supplies,West,Historical,7665.839999999999,7226.249828537332,0.0,20896.95433741991,2014,12,December,4,Monday
2014-12-09,Office Supplies,West,Historical,3045.304,3184.6780725080716,0.0,15906.085263399988,2014,12,December,4,Tuesday
2014-12-10,Office Supplies,West,Historical,1146.672,178.48717011066037,0.0,12861.267563729842,2014,12,December,4,Wednesday
2014-12-12,Office Supplies,West,Historical,4938.4045,7858.973924556931,0.0,20660.406324756957,2014,12,December,4,Friday
2014-12-13,Office Supplies,West,Historical,586.304,3500.872123905524,0.0,17160.219159387932,2014,12,December,4,Saturday
2014-12-19,Office Supplies,West,Historical,6873.5199999999995,3944.4968756996095,0.0,17890.54726629584,2014,12,December,4,Friday
2014-12-20,Office Supplies,West,Historical,48737.08,11068.172590331913,0.0,25019.805054942222,2014,12,December,4,Saturday
2014-12-22,Office Supplies,West,Historical,798.968,1211.593612939606,0.0,13996.468876011813,2014,12,December,4,Monday
2014-12-24,Office Supplies,West,Historical,7800.808,4364.513153767621,0.0,17536.804655298583,2014,12,December,4,Wednesday
2014-12-26,Office Supplies,West,Historical,6124.242,10370.82408975266,0.0,23258.495818747204,2014,12,December,4,Friday
2014-12-27,Office Supplies,West,Historical,20764.716,13068.391153316503,0.0,26044.588188005167,2014,12,December,4,Saturday
2014-12-28,Office Supplies,West,Historical,7464.592000000001,10103.586468182408,0.0,23938.94480667793,2014,12,December,4,Sunday
2014-12-29,Office Supplies,West,Historical,10360.48,14011.257419971284,370.2108700747858,27732.284263521993,2014,12,December,4,Monday
2014-12-30,Office Supplies,West,Historical,2172.6510000000003,1766.7501793763395,0.0,15629.984917175389,2014,12,December,4,Tuesday
2015-01-05,Office Supplies,West,Historical,590.544,6240.739099435506,0.0,19683.282332987532,2015,1,January,1,Monday
2015-01-06,Office Supplies,West,Historical,63.076,2781.1856209793896,0.0,15771.217342589398,2015,1,January,1,Tuesday
2015-01-13,Office Supplies,West,Historical,622.278,2697.215597156419,0.0,17166.314254077883,2015,1,January,1,Tuesday
2015-01-23,Office Supplies,West,Historical,87.32,3065.4462707804505,0.0,17250.100806118913,2015,1,January,1,Friday
2015-01-26,Office Supplies,West,Historical,182.72,2018.54186265532,0.0,16183.388071707737,2015,1,January,1,Monday
2015-02-03,Office Supplies,West,Historical,492.836,0.0,0.0,11862.468582773272,2015,2,February,1,Tuesday
2015-02-06,Office Supplies,West,Historical,2432.544,1436.731536285869,0.0,14208.245851675301,2015,2,February,1,Friday
2015-02-15,Office Supplies,West,Historical,8011.900000000001,1061.2219811205396,0.0,14376.388481818001,2015,2,February,1,Sunday
2015-02-16,Office Supplies,West,Historical,320.86,2372.4269760354127,0.0,14992.346029924465,2015,2,February,1,Monday
2015-02-18,Office Supplies,West,Historical,211.688,0.0,0.0,10419.800771719016,2015,2,February,1,Wednesday
2015-02-21,Office Supplies,West,Historical,2591.1,4021.8694880214043,0.0,17388.038826905147,2015,2,February,1,Saturday
2015-03-08,Office Supplies,West,Historical,2563.2960000000003,5647.082858198834,0.0,19248.62440484802,2015,3,March,1,Sunday
2015-03-14,Office Supplies,West,Historical,707.9000000000001,6659.012114903054,0.0,19397.309464400005,2015,3,March,1,Saturday
2015-03-19,Office Supplies,West,Historical,45223.5168,12728.283750099079,93.22501862504578,27125.600148052075,2015,3,March,1,Thursday
2015-03-20,Office Supplies,West,Historical,1548.194,3739.3010497560545,0.0,18001.011122030948,2015,3,March,1,Friday
2015-03-22,Office Supplies,West,Historical,2481.424,9877.785982901121,0.0,23638.457171955728,2015,3,March,1,Sunday
2015-03-23,Office Supplies,West,Historical,1266.604,10819.741007560968,0.0,24432.778945647,2015,3,March,1,Monday
2015-03-27,Office Supplies,West,Historical,83.7,9553.557044809824,0.0,22611.09764517812,2015,3,March,1,Friday
2015-03-28,Office Supplies,West,Historical,243.344,8720.614303606902,0.0,22513.108934364744,2015,3,March,1,Saturday
2015-03-29,Office Supplies,West,Historical,4677.240000000001,7748.812499152593,0.0,21180.80689597779,2015,3,March,1,Sunday
2015-04-05,Office Supplies,West,Historical,2974.058,0.0,0.0,12385.778723430463,2015,4,April,2,Sunday
2015-04-10,Office Supplies,West,Historical,169.54199999999997,1533.9252244383233,0.0,14855.121041191534,2015,4,April,2,Friday
2015-04-11,Office Supplies,West,Historical,1328.346,1779.204998177297,0.0,14335.70107520659,2015,4,April,2,Saturday
2015-04-12,Office Supplies,West,Historical,40.74,0.0,0.0,13396.018193164182,2015,4,April,2,Sunday
2015-04-13,Office Supplies,West,Historical,15963.390000000001,4702.620770850863,0.0,18215.58091198557,2015,4,April,2,Monday
2015-04-14,Office Supplies,West,Historical,35.208,0.0,0.0,12879.475847403988,2015,4,April,2,Tuesday
2015-04-17,Office Supplies,West,Historical,8235.318000000001,6791.34311166952,0.0,20579.835265012316,2015,4,April,2,Friday
2015-04-18,Office Supplies,West,Historical,6020.88,5646.7948589633,0.0,19921.526170169473,2015,4,April,2,Saturday
2015-04-22,Office Supplies,West,Historical,152.916,249.9061658377741,0.0,13140.304007303741,2015,4,April,2,Wednesday
2015-04-25,Office Supplies,West,Historical,1841.892,7824.94660256512,0.0,21965.139198863675,2015,4,April,2,Saturday
2015-04-26,Office Supplies,West,Historical,4180.211,6766.328363738276,0.0,20021.070896445613,2015,4,April,2,Sunday
2015-04-27,Office Supplies,West,Historical,5439.18,5332.259980153866,0.0,18296.99238315863,2015,4,April,2,Monday
2015-04-30,Office Supplies,West,Historical,1571.695,4701.898372359285,0.0,18054.645081420927,2015,4,April,2,Thursday
2015-05-01,Office Supplies,West,Historical,1352.82,4957.423639507686,0.0,19275.13762992207,2015,5,May,2,Friday
2015-05-03,Office Supplies,West,Historical,8795.04,3450.3579675193823,0.0,17586.940942368634,2015,5,May,2,Sunday
2015-05-08,Office Supplies,West,Historical,3981.968,4026.882652825911,0.0,18424.438515307018,2015,5,May,2,Friday
2015-05-12,Office Supplies,West,Historical,3181.0499999999997,2345.838257699006,0.0,15870.145606137612,2015,5,May,2,Tuesday
2015-05-14,Office Supplies,West,Historical,3141.1994999999997,4089.3595278222856,0.0,17694.9403109484,2015,5,May,2,Thursday
2015-05-18,Office Supplies,West,Historical,10.86,4341.86735254011,0.0,16407.81245145467,2015,5,May,2,Monday
2015-05-21,Office Supplies,West,Historical,72.332,4802.092734570791,0.0,18771.833981862394,2015,5,May,2,Thursday
2015-05-22,Office Supplies,West,Historical,7724.196000000001,7333.211600734959,0.0,21422.443067010434,2015,5,May,2,Friday
2015-05-23,Office Supplies,West,Historical,2609.912,4508.897585129412,0.0,18842.222780224933,2015,5,May,2,Saturday
2015-05-25,Office Supplies,West,Historical,1739.4180000000001,6394.173447687117,0.0,19854.96088642,2015,5,May,2,Monday
2015-05-28,Office Supplies,West,Historical,794.146,4913.818442797072,0.0,18341.326889932217,2015,5,May,2,Thursday
2015-05-29,Office Supplies,West,Historical,3614.5260000000003,6047.916816377597,0.0,18071.918212929846,2015,5,May,2,Friday
2015-05-31,Office Supplies,West,Historical,25890.69,8615.252563288981,0.0,22742.75966919042,2015,5,May,2,Sunday
2015-06-01,Office Supplies,West,Historical,834.1980000000001,5832.036382439902,0.0,19023.62985872275,2015,6,June,2,Monday
2015-06-04,Office Supplies,West,Historical,2384.62,8355.78063280426,0.0,21703.560054056758,2015,6,June,2,Thursday
2015-06-07,Office Supplies,West,Historical,59.768,6325.580716641843,0.0,19522.23682987248,2015,6,June,2,Sunday
2015-06-13,Office Supplies,West,Historical,1128.898,6533.114545125827,0.0,20278.75611236465,2015,6,June,2,Saturday
2015-06-15,Office Supplies,West,Historical,1468.288,5855.495497224408,0.0,18992.18192634482,2015,6,June,2,Monday
2015-06-18,Office Supplies,West,Historical,7532.348,5422.508102480169,0.0,19397.22655683474,2015,6,June,2,Thursday
2015-06-19,Office Supplies,West,Historical,892.692,314.4420968187069,0.0,13896.586081512742,2015,6,June,2,Friday
2015-06-22,Office Supplies,West,Historical,2018.953,1843.6440238080831,0.0,14137.862780818039,2015,6,June,2,Monday
2015-06-23,Office Supplies,West,Historical,836.9580000000001,0.0,0.0,13619.12894999064,2015,6,June,2,Tuesday
2015-06-25,Office Supplies,West,Historical,2571.2400000000002,1670.5373433706845,0.0,15578.59134819054,2015,6,June,2,Thursday
2015-06-28,Office Supplies,West,Historical,1386.466,1217.7142408729233,0.0,14850.486368163227,2015,6,June,2,Sunday
2015-07-04,Office Supplies,West,Historical,1138.288,4852.916698436995,0.0,17493.017408205953,2015,7,July,3,Saturday
2015-07-10,Office Supplies,West,Historical,86.572,3140.9141960172738,0.0,17218.54855702862,2015,7,July,3,Friday
2015-07-11,Office Supplies,West,Historical,3883.904,3696.0213713688936,0.0,17325.45540129364,2015,7,July,3,Saturday
2015-07-14,Office Supplies,West,Historical,1721.8319999999999,255.57607198181722,0.0,13411.977202435937,2015,7,July,3,Tuesday
2015-07-19,Office Supplies,West,Historical,2.025,784.5423494341858,0.0,13883.684011470541,2015,7,July,3,Sunday
2015-07-25,Office Supplies,West,Historical,4790.048,2305.630604840103,0.0,16212.076185471378,2015,7,July,3,Saturday
2015-07-26,Office Supplies,West,Historical,3876.9,390.17225877836063,0.0,13258.098884377867,2015,7,July,3,Sunday
2015-07-30,Office Supplies,West,Historical,443.802,1269.2747629857604,0.0,16064.782434010503,2015,7,July,3,Thursday
2015-08-01,Office Supplies,West,Historical,1011.696,3064.0095159657585,0.0,16440.106965105915,2015,8,August,3,Saturday
2015-08-02,Office Supplies,West,Historical,1290.478,1053.84021664206,0.0,14325.839260048524,2015,8,August,3,Sunday
2015-08-07,Office Supplies,West,Historical,1936.412,3779.6090068396315,0.0,17191.6035441387,2015,8,August,3,Friday
2015-08-08,Office Supplies,West,Historical,1680.204,3851.35697093663,0.0,17870.445943045113,2015,8,August,3,Saturday
2015-08-10,Office Supplies,West,Historical,851.4739999999999,3284.5432793468717,0.0,16041.34978452315,2015,8,August,3,Monday
2015-08-13,Office Supplies,West,Historical,586.896,2692.565835093442,0.0,16858.814916770098,2015,8,August,3,Thursday
2015-08-15,Office Supplies,West,Historical,995.1800000000001,3846.9838894067275,0.0,17272.611256648852,2015,8,August,3,Saturday
2015-08-16,Office Supplies,West,Historical,10136.796,4047.7872942688336,0.0,17786.256702381488,2015,8,August,3,Sunday
2015-08-17,Office Supplies,West,Historical,763.28,3584.6784406363413,0.0,17281.467624426616,2015,8,August,3,Monday
2015-08-21,Office Supplies,West,Historical,11310.08,7536.40140299761,0.0,21495.304929256945,2015,8,August,3,Friday
2015-08-24,Office Supplies,West,Historical,7194.775000000001,5895.755538154036,0.0,20323.510807949955,2015,8,August,3,Monday
2015-08-25,Office Supplies,West,Historical,178.52599999999998,4021.7563663873157,0.0,18422.696705771563,2015,8,August,3,Tuesday
2015-08-27,Office Supplies,West,Historical,3199.87,7256.27785002853,0.0,20848.91247832529,2015,8,August,3,Thursday
2015-08-28,Office Supplies,West,Historical,19473.879,11123.592578579908,0.0,24828.19367482164,2015,8,August,3,Friday
2015-08-31,Office Supplies,West,Historical,5203.594,6158.4166143180555,0.0,18899.654380946675,2015,8,August,3,Monday
2015-09-01,Office Supplies,West,Historical,4735.128,7401.788997536804,0.0,21056.416468815994,2015,9,September,3,Tuesday
2015-09-03,Office Supplies,West,Historical,3749.796,7310.297880708451,0.0,20362.483368276375,2015,9,September,3,Thursday
2015-09-04,Office Supplies,West,Historical,1071.284,7412.817781638509,0.0,20505.627023412224,2015,9,September,3,Friday
2015-09-05,Office Supplies,West,Historical,934.1030000000001,7753.684557656218,0.0,21957.47338923767,2015,9,September,3,Saturday
2015-09-06,Office Supplies,West,Historical,1005.654,5708.1461154268145,0.0,19860.930604866397,2015,9,September,3,Sunday
2015-09-07,Office Supplies,West,Historical,2922.667,4556.90678270131,0.0,17732.790386341498,2015,9,September,3,Monday
2015-09-08,Office Supplies,West,Historical,179.28,169.05232857609462,0.0,12914.01116567658,2015,9,September,3,Tuesday
2015-09-10,Office Supplies,West,Historical,2831.452,1720.2384057260842,0.0,14879.69933859916,2015,9,September,3,Thursday
2015-09-11,Office Supplies,West,Historical,5886.39,2613.45109998352,0.0,16825.867259468054,2015,9,September,3,Friday
2015-09-13,Office Supplies,West,Historical,6891.544,1056.725843660598,0.0,15046.96289026053,2015,9,September,3,Sunday
2015-09-17,Office Supplies,West,Historical,23050.012,4873.033842783745,0.0,19080.089249742803,2015,9,September,3,Thursday
2015-09-18,Office Supplies,West,Historical,27470.24,7674.094318583949,0.0,20995.894847286483,2015,9,September,3,Friday
2015-09-19,Office Supplies,West,Historical,1000.76,5895.636819950856,0.0,19539.066171744715,2015,9,September,3,Saturday
2015-09-20,Office Supplies,West,Historical,1836.052,9466.661606799871,0.0,22999.29827285572,2015,9,September,3,Sunday
2015-09-21,Office Supplies,West,Historical,13964.116,12390.407954852399,0.0,25558.522306462033,2015,9,September,3,Monday
2015-09-22,Office Supplies,West,Historical,1783.504,6796.985009211554,0.0,20385.79105957339,2015,9,September,3,Tuesday
2015-09-24,Office Supplies,West,Historical,21102.97,12900.0766380723,0.0,26559.764812622117,2015,9,September,3,Thursday
2015-09-25,Office Supplies,West,Historical,6067.514,6750.931851254571,0.0,19463.75919557318,2015,9,September,3,Friday
2015-09-26,Office Supplies,West,Historical,37222.73,10903.477485336576,0.0,24502.1642804802,2015,9,September,3,Saturday
2015-09-27,Office Supplies,West,Historical,9531.832,5552.831092419794,0.0,18945.2512025686,2015,9,September,3,Sunday
2015-09-28,Office Supplies,West,Historical,8466.912,13098.176205260785,25.602366098293714,26396.13656958867,2015,9,September,3,Monday
2015-10-01,Office Supplies,West,Historical,1158.414,9610.595510881256,0.0,23234.19413408028,2015,10,October,4,Thursday
2015-10-02,Office Supplies,West,Historical,6346.33,13158.214330438299,0.0,26580.491904020597,2015,10,October,4,Friday
2015-10-04,Office Supplies,West,Historical,505.58,6167.565553885023,0.0,19471.94155582018,2015,10,October,4,Sunday
2015-10-10,Office Supplies,West,Historical,4496.388,9810.798272293536,0.0,23668.790641266736,2015,10,October,4,Saturday
2015-10-12,Office Supplies,West,Historical,2390.758,3490.7464766748935,0.0,17491.344306720104,2015,10,October,4,Monday
2015-10-17,Office Supplies,West,Historical,77.88,3730.98536471485,0.0,16625.888768528697,2015,10,October,4,Saturday
2015-10-18,Office Supplies,West,Historical,378.494,1626.5172741023016,0.0,14278.006565635551,2015,10,October,4,Sunday
2015-10-19,Office Supplies,West,Historical,2135.09,3591.441958460786,0.0,16751.718676584187,2015,10,October,4,Monday
2015-10-23,Office Supplies,West,Historical,6786.887999999999,4858.523831576194,0.0,18564.958135592224,2015,10,October,4,Friday
2015-10-25,Office Supplies,West,Historical,2850.824,3129.506380810295,0.0,16656.44886157027,2015,10,October,4,Sunday
2015-10-26,Office Supplies,West,Historical,8371.998,5960.8700991074875,0.0,19948.591977329685,2015,10,October,4,Monday
2015-10-29,Office Supplies,West,Historical,488.48,4149.911394479633,0.0,17737.714767044217,2015,10,October,4,Thursday
